age,annual_income,current_savings,investment_horizon_years,number_of_dependents,investment_experience_level,risk_profile
68,3463468,12408102,-3,0,Beginner,Low
26,4108707,1737624,12,2,Beginner,Moderate
65,496464,991455,0,0,Advanced,Low
53,901065,2847915,12,0,Beginner,Moderate
55,242127,597798,1,0,Beginner,Low
57,1294645,3124395,2,2,Advanced,Low
46,289242,284021,17,0,Intermediate,Moderate
41,1312138,2519532,13,2,Intermediate,Moderate
65,1156282,2809350,0,2,Intermediate,Low
22,922164,691269,18,0,Beginner,High
70,1367046,2076517,-5,1,Intermediate,Low
59,476467,456480,3,0,Beginner,Low
62,3407878,4528956,3,2,Beginner,Low
43,320359,485710,17,1,Intermediate,Moderate
31,1487652,2685403,11,0,Intermediate,High
56,1354686,1716704,4,0,Intermediate,Moderate
46,1978015,3992299,11,3,Beginner,Moderate
69,4321800,5598604,-4,1,Beginner,Low
23,248075,173342,8,0,Intermediate,Moderate
24,299099,171035,7,0,Advanced,High
54,1461794,2152710,11,1,Intermediate,Moderate
70,1382914,2045040,-5,0,Intermediate,Low
35,1145403,2351580,19,2,Advanced,High
40,479651,510412,6,0,Beginner,Moderate
61,680648,2226107,4,2,Advanced,Low
55,332949,491777,5,1,Intermediate,Moderate
18,890182,570897,13,0,Beginner,Moderate
21,213067,249278,18,0,Beginner,High
68,3964356,5640902,-3,0,Beginner,Low
61,323021,651175,4,2,Intermediate,Low
64,1169783,4297697,1,0,Beginner,Low
52,210889,576460,12,1,Intermediate,Moderate
40,601479,890562,17,4,Beginner,Moderate
44,2095024,2032225,13,2,Intermediate,Moderate
43,481154,771668,5,3,Intermediate,Low
69,3614600,12915878,-4,1,Intermediate,Low
25,2203172,2425894,7,1,Intermediate,High
60,1071036,2277985,5,0,Intermediate,Moderate
33,447688,328651,14,0,Beginner,Moderate
58,4786307,11617317,7,0,Intermediate,Moderate
20,4168490,2074020,1,0,Beginner,Moderate
49,1975416,1027769,9,1,Intermediate,High
22,2445805,1559683,14,1,Intermediate,High
37,963137,715940,4,2,Beginner,Low
31,694761,1177896,2,3,Beginner,Low
49,1099821,864305,6,1,Intermediate,Moderate
43,1416383,1641911,13,2,Intermediate,Moderate
64,875739,1162400,1,1,Intermediate,Low
23,1486181,630335,19,1,Beginner,Moderate
53,824385,1518883,11,0,Advanced,Moderate
57,3152932,10613271,8,2,Intermediate,Moderate
68,337214,667269,-3,0,Advanced,Low
22,877303,664343,14,2,Intermediate,High
30,940083,1179490,17,2,Beginner,Moderate
49,212964,465895,16,1,Beginner,Moderate
33,1078809,1158760,9,0,Intermediate,Moderate
18,4094933,1032397,6,0,Beginner,Moderate
30,1377413,2146944,18,0,Beginner,High
28,329742,347230,12,0,Intermediate,Moderate
70,1095363,2561873,-5,1,Intermediate,Low
25,1403516,1826879,16,3,Advanced,High
42,1319885,2212630,4,2,Beginner,Low
57,1017667,1196153,8,2,Intermediate,Moderate
49,265938,406175,4,1,Beginner,Low
41,1102472,2007542,15,2,Advanced,Moderate
45,1490726,3976804,20,0,Intermediate,High
31,1281750,1613803,1,1,Advanced,Moderate
62,539209,659281,3,2,Advanced,Low
20,2160665,469567,12,0,Beginner,High
53,561556,749379,1,2,Beginner,Low
44,205649,284059,3,1,Intermediate,Moderate
37,1375990,2094318,17,1,Beginner,High
64,815208,1029669,1,0,Beginner,Low
32,449085,203962,15,2,Intermediate,Moderate
44,863746,805074,3,3,Intermediate,Moderate
70,254118,653210,-5,2,Advanced,Low
62,2364842,2421012,3,1,Intermediate,Moderate
58,1025635,1051389,7,2,Advanced,Moderate
45,567864,1400492,14,1,Beginner,Moderate
42,355601,216095,7,1,Beginner,Low
59,650282,1724559,6,0,Advanced,Moderate
61,621391,425833,4,0,Intermediate,Low
63,2234547,5539494,2,1,Intermediate,Moderate
50,1682101,4309916,7,3,Advanced,High
63,934016,2160596,2,0,Intermediate,Low
31,2844885,2008308,15,0,Intermediate,High
25,1474926,406184,2,2,Intermediate,Low
65,875611,597498,0,2,Advanced,Low
31,1139040,1803004,4,0,Beginner,Moderate
18,527529,393072,11,1,Beginner,High
33,405209,437965,1,2,Intermediate,Low
35,3937999,4866978,13,1,Beginner,High
24,1476949,1295089,4,0,Beginner,Moderate
32,2634533,2354328,12,0,Advanced,High
41,229684,485190,19,4,Beginner,Low
66,987283,3888928,-1,0,Intermediate,Low
68,1086570,2627978,-3,0,Beginner,Low
30,1121987,1167167,5,3,Intermediate,Moderate
26,4084969,5983199,6,1,Advanced,High
32,1408276,1943138,4,0,Intermediate,High
52,1050148,2289672,13,1,Advanced,High
41,729065,391290,8,4,Beginner,Low
50,963067,1660144,7,0,Intermediate,Moderate
33,739832,978390,2,2,Intermediate,Low
25,764072,972551,2,0,Beginner,Low
46,601529,1291473,9,0,Intermediate,Moderate
40,571884,1361598,6,3,Intermediate,Moderate
62,4108409,3544516,3,2,Beginner,Low
48,1850966,3317857,13,2,Beginner,Moderate
57,1428095,1265806,8,1,Intermediate,Moderate
66,1383322,4582442,-1,2,Beginner,Low
31,1418901,1704651,1,0,Intermediate,Moderate
70,1840598,3053548,-5,1,Beginner,Low
47,231957,349012,14,1,Beginner,Low
70,660961,2616700,-5,1,Advanced,Low
56,586768,1609359,5,0,Intermediate,Moderate
44,464187,747326,4,3,Intermediate,Moderate
64,760183,2435177,1,0,Intermediate,Low
33,4752058,1808141,16,1,Intermediate,High
68,998848,3725684,-3,1,Intermediate,Low
23,1306902,1430768,12,0,Intermediate,High
50,1172569,2921220,6,2,Advanced,High
61,3773791,8475848,4,1,Advanced,High
35,995756,1559479,19,3,Advanced,High
33,357980,497282,3,0,Intermediate,Moderate
29,2066721,3036067,6,0,Beginner,High
37,663702,1110710,19,2,Intermediate,High
62,571196,1244415,3,0,Beginner,Low
57,1442961,1172305,8,0,Advanced,Moderate
46,1177168,3232893,6,0,Beginner,Moderate
47,949255,1231811,5,2,Intermediate,Moderate
43,1587815,3278701,8,3,Intermediate,High
39,379062,599575,20,2,Intermediate,Moderate
50,463590,1365005,15,2,Intermediate,Moderate
70,870258,3544937,-5,1,Intermediate,Low
56,336974,598688,3,2,Beginner,Low
64,1025091,3451543,1,1,Intermediate,Low
46,1045425,770343,8,3,Intermediate,Moderate
39,4100026,3289388,12,3,Advanced,High
62,1049785,2516671,3,1,Advanced,Moderate
30,1360747,840959,19,3,Beginner,Moderate
26,393110,162979,2,1,Beginner,Low
41,628720,519277,14,1,Advanced,High
32,727265,619496,19,2,Intermediate,High
53,487264,1526963,7,2,Advanced,Moderate
30,1006675,434769,18,0,Beginner,Moderate
44,1015095,637411,5,4,Beginner,Low
61,4923023,3661354,4,0,Advanced,Moderate
54,1114315,1321707,7,2,Beginner,Low
24,1909221,714260,5,1,Beginner,Moderate
25,990378,302238,16,3,Beginner,Moderate
54,1105192,1924972,4,2,Advanced,Moderate
58,633719,1846266,7,0,Beginner,Moderate
31,2776134,1289095,11,2,Beginner,Moderate
29,1471036,652397,12,0,Intermediate,High
53,1276172,3420488,7,1,Advanced,High
69,348861,634941,-4,0,Intermediate,Low
57,304844,608362,1,2,Beginner,Low
34,313260,522384,2,0,Intermediate,Moderate
57,1345573,2334729,8,1,Intermediate,Moderate
70,360650,277451,-5,0,Intermediate,Low
46,1358857,1925726,13,1,Advanced,High
44,1417869,3389084,7,2,Beginner,Moderate
18,385679,111934,19,0,Advanced,High
69,1450745,4385453,-4,0,Beginner,Low
51,869956,1546793,14,1,Beginner,Low
21,834018,640981,8,0,Beginner,Moderate
41,696571,1470885,19,0,Advanced,High
38,298321,558792,13,4,Beginner,Low
50,4204287,12454755,1,0,Advanced,High
24,963408,425661,3,1,Beginner,Moderate
18,733346,299467,18,1,Intermediate,High
58,1874610,5146346,7,0,Beginner,Moderate
20,396096,411627,19,0,Intermediate,High
61,1085418,3383367,4,1,Intermediate,Moderate
68,1315099,2935776,-3,1,Intermediate,Low
32,1243327,612695,4,1,Intermediate,Moderate
48,266845,363030,5,0,Advanced,Moderate
33,310754,246340,14,3,Intermediate,Moderate
27,1224387,1174887,12,1,Intermediate,High
46,272229,228204,1,1,Intermediate,Low
23,521289,503023,2,0,Beginner,Low
46,462943,1240858,19,1,Beginner,Moderate
34,1082708,1721634,2,1,Intermediate,Moderate
70,457702,1897006,-5,0,Intermediate,Low
39,689744,1226128,3,2,Beginner,Low
41,3418077,6597563,8,0,Beginner,Moderate
34,1006169,1251810,19,0,Intermediate,High
38,3295377,7188013,12,1,Beginner,High
68,903900,1719758,-3,2,Beginner,Low
67,1021359,3298886,-2,0,Beginner,Low
28,553299,156160,4,0,Beginner,Moderate
24,337941,409239,1,2,Intermediate,Low
59,640442,933778,1,0,Intermediate,Low
56,302592,240594,5,2,Intermediate,Low
22,3090272,3139623,7,1,Beginner,High
61,3367216,7417060,4,0,Intermediate,Moderate
65,370859,586273,0,2,Intermediate,Low
38,1343950,2436324,4,2,Intermediate,Moderate
35,1423655,1559068,11,4,Intermediate,High
52,1038120,2294674,13,0,Advanced,High
37,668291,1481114,5,0,Intermediate,High
32,368394,120239,1,1,Intermediate,Low
22,763115,879681,15,1,Beginner,Moderate
30,855146,973229,14,0,Advanced,High
68,1349609,2625785,-3,0,Intermediate,Low
29,1081762,1805899,16,1,Intermediate,High
38,4400070,9522312,1,2,Intermediate,High
54,4949692,3481949,11,0,Advanced,High
23,1090705,1124016,9,0,Beginner,High
24,564904,544350,9,0,Beginner,Moderate
43,1215119,2293165,8,0,Advanced,Moderate
59,691636,2343154,6,0,Advanced,Moderate
65,367159,1420511,0,1,Advanced,Low
25,1193045,663979,5,1,Advanced,High
26,482104,309469,4,1,Beginner,Moderate
44,1374599,2826987,11,1,Intermediate,High
21,454916,430989,8,0,Beginner,Moderate
38,236037,155063,5,2,Intermediate,Moderate
48,728198,2006809,11,0,Intermediate,High
38,2649127,5063221,13,4,Beginner,Moderate
57,864639,1309576,8,1,Advanced,Moderate
42,799444,1310244,13,0,Intermediate,High
56,1155566,2989276,9,1,Intermediate,High
32,371884,644073,1,0,Beginner,Low
70,473995,1972995,-5,0,Intermediate,Low
52,354787,836541,8,2,Advanced,Moderate
66,846673,2194141,-1,0,Advanced,Low
60,1095424,3801395,5,1,Advanced,High
58,238704,495595,7,0,Advanced,Moderate
54,1489792,1721467,11,1,Intermediate,High
59,3794704,3296106,1,0,Intermediate,Low
64,248864,285601,1,2,Advanced,Low
45,1160167,2067428,1,0,Intermediate,Low
31,666988,901859,9,1,Intermediate,Moderate
21,1055603,1079518,20,0,Beginner,High
70,861776,1516194,-5,1,Intermediate,Low
37,1230686,1298874,3,0,Advanced,High
51,1038364,2639304,14,0,Advanced,High
29,1307287,655303,10,0,Advanced,High
50,806782,2139668,3,0,Advanced,High
41,462471,457453,2,3,Intermediate,Low
37,1219055,1488615,10,0,Beginner,Moderate
22,391006,183674,6,0,Advanced,Moderate
55,1372475,1301650,10,1,Intermediate,Moderate
47,258659,580827,14,3,Beginner,Low
41,1282572,2613077,20,0,Beginner,Moderate
60,718788,1132329,5,2,Advanced,Moderate
57,741213,2327172,6,1,Beginner,Low
24,280594,295882,9,0,Beginner,Moderate
53,1194969,2291449,4,0,Intermediate,Moderate
55,1175111,3388635,6,1,Beginner,Low
33,3060602,5442523,6,1,Beginner,High
69,883017,2435408,-4,0,Beginner,Low
32,3644702,4573483,4,2,Intermediate,Moderate
63,257675,718080,2,1,Beginner,Low
40,1165793,1793451,20,0,Intermediate,High
29,204780,231359,15,1,Beginner,Moderate
46,730022,1340237,2,0,Advanced,Moderate
61,483170,769312,4,2,Intermediate,Low
65,1386573,4297740,0,1,Beginner,Low
32,668040,596652,12,0,Advanced,High
46,3735684,7283251,9,2,Advanced,Moderate
62,224762,645529,3,0,Advanced,Moderate
60,1391072,3158710,5,0,Intermediate,Moderate
66,2870827,4100976,-1,0,Advanced,Low
38,496470,734421,4,0,Intermediate,High
32,2104632,3425147,17,2,Beginner,High
31,544540,236517,12,0,Beginner,Low
59,3002096,7602600,6,2,Intermediate,High
61,2231000,2098111,4,1,Intermediate,Moderate
33,3503572,4900468,6,0,Intermediate,High
32,859345,658469,14,1,Intermediate,Moderate
59,2504675,8059134,3,0,Advanced,High
21,245818,153791,15,0,Beginner,Moderate
44,792507,1019564,5,2,Intermediate,Low
40,1318077,2777335,5,4,Advanced,High
46,1071220,2865754,16,1,Intermediate,High
58,919445,609923,7,0,Advanced,Moderate
70,571749,1382204,-5,2,Beginner,Low
69,4290856,11340120,-4,0,Advanced,Low
26,879244,1287374,3,3,Beginner,Moderate
70,1887563,5247243,-5,1,Beginner,Low
69,2145196,5753703,-4,2,Intermediate,Low
60,1207651,3403977,5,0,Beginner,Moderate
60,425226,1264243,5,1,Intermediate,Moderate
24,1482699,1189629,14,1,Beginner,High
70,612144,773616,-5,0,Advanced,Low
59,550717,1715091,6,0,Intermediate,Moderate
21,612842,234863,18,0,Beginner,Moderate
22,982283,1274987,11,1,Beginner,High
22,566635,350802,12,1,Beginner,High
28,1192573,1922535,2,1,Intermediate,Moderate
58,1124969,2941788,5,2,Intermediate,Moderate
45,325399,779879,9,3,Intermediate,Moderate
33,1469514,2770388,17,2,Intermediate,High
58,751402,1894617,5,0,Advanced,High
47,2444606,5631810,7,2,Advanced,High
21,381182,161342,2,0,Beginner,Low
19,713669,394581,18,0,Beginner,High
63,981192,1856191,2,0,Intermediate,Low
20,1637700,607268,3,0,Beginner,High
67,1431706,3647823,-2,0,Intermediate,Low
38,889925,1599248,3,0,Advanced,High
23,453521,235772,3,0,Intermediate,Moderate
60,548210,1523567,5,0,Intermediate,Moderate
70,527330,1892303,-5,0,Intermediate,Low
35,1386051,521907,4,3,Advanced,Moderate
61,1248277,3959390,4,2,Intermediate,Moderate
22,774369,355072,13,0,Beginner,Moderate
26,929893,262250,15,1,Beginner,Moderate
37,404812,749994,12,1,Beginner,Moderate
45,903255,2009681,17,2,Beginner,Moderate
43,4843318,2227512,15,0,Intermediate,High
35,4323929,2055300,3,3,Intermediate,Moderate
36,519580,1048854,7,0,Intermediate,Moderate
20,924994,1022325,14,0,Beginner,Moderate
26,4141934,3888828,2,2,Intermediate,Moderate
53,1152647,3219849,9,3,Intermediate,Moderate
48,937692,1121007,11,1,Advanced,Moderate
66,877451,1027238,-1,0,Intermediate,Low
34,1309951,2618979,7,2,Beginner,Moderate
40,1137119,1769417,6,4,Advanced,Moderate
51,214798,271832,14,0,Intermediate,Moderate
58,619529,1288819,3,0,Advanced,Moderate
58,4446897,10331697,7,0,Beginner,Moderate
22,1814367,1060212,12,0,Beginner,High
32,407744,630863,19,1,Beginner,Moderate
64,1147797,881255,1,0,Advanced,Low
20,566384,250012,11,0,Intermediate,High
36,3300842,3042824,12,0,Advanced,High
45,277611,576861,2,3,Beginner,Low
20,834603,831655,10,1,Advanced,High
55,219542,498129,10,1,Intermediate,Low
21,799851,446427,17,0,Beginner,High
41,1333626,1261903,16,2,Beginner,Moderate
48,1281190,1835647,17,2,Advanced,High
62,673748,1335238,3,1,Beginner,Low
62,1031637,2540704,3,0,Beginner,Low
28,871640,1071022,19,0,Intermediate,High
54,459979,717964,9,3,Intermediate,Moderate
18,584536,168377,8,0,Beginner,Low
26,1167618,970660,1,1,Advanced,Moderate
34,1271129,1213527,18,3,Intermediate,High
18,359251,83980,15,0,Beginner,Moderate
20,629419,255189,18,0,Beginner,Moderate
64,367239,722690,1,0,Beginner,Low
43,1059716,1715907,15,2,Intermediate,Moderate
70,3224379,8403386,-5,0,Intermediate,Moderate
48,810188,801636,13,2,Beginner,Moderate
43,1027493,951763,1,4,Advanced,Low
40,1246193,2270351,13,3,Advanced,High
47,880328,1119827,13,2,Intermediate,Moderate
27,1170602,615276,16,0,Intermediate,High
25,737910,602517,16,2,Beginner,High
61,311218,658029,4,1,Advanced,Low
42,1395535,1170292,20,3,Intermediate,Moderate
39,1163960,1514443,13,3,Advanced,High
32,1800438,2731610,19,0,Intermediate,High
58,838173,901120,7,0,Intermediate,Moderate
27,1494565,1127141,7,3,Beginner,Moderate
37,843094,470012,5,1,Advanced,Moderate
58,1122458,1351308,6,0,Intermediate,Moderate
64,1095312,2215898,1,0,Beginner,Low
40,2908272,6831213,20,2,Intermediate,High
70,1618222,5091663,-5,0,Advanced,Low
70,313734,1242516,-5,0,Intermediate,Low
18,1458014,399796,19,1,Intermediate,High
19,617271,669643,4,0,Beginner,Moderate
36,1244115,1592351,15,1,Intermediate,High
31,1403474,1049249,20,0,Intermediate,High
25,1286147,1679674,1,3,Beginner,Low
55,890924,1963345,10,1,Intermediate,Moderate
29,408187,172083,11,1,Intermediate,Moderate
43,1380792,2182885,4,0,Intermediate,Moderate
44,590183,1093097,11,1,Advanced,High
46,687326,344255,8,2,Beginner,Low
32,1935224,2321167,3,0,Advanced,High
63,582324,1033081,2,1,Beginner,Low
70,549049,1262261,-5,0,Intermediate,Low
18,284430,79086,5,0,Intermediate,Moderate
60,1473093,3106220,5,0,Beginner,Low
45,283600,755975,4,0,Intermediate,Moderate
20,679663,637601,19,0,Beginner,High
68,1213697,4654173,-3,1,Intermediate,Low
35,1085816,907326,7,1,Beginner,Moderate
69,815698,1639196,-4,0,Intermediate,Low
51,4748972,10281463,14,2,Intermediate,Moderate
49,361695,832657,1,2,Advanced,Low
46,2910173,3374066,5,1,Intermediate,High
42,452730,520614,13,0,Intermediate,Moderate
43,292318,208480,14,4,Advanced,Moderate
56,1128162,2775708,7,0,Intermediate,High
25,927586,635996,4,1,Beginner,Moderate
36,478003,291417,5,1,Advanced,High
64,299082,798179,1,0,Beginner,Low
59,2149116,1347026,6,0,Intermediate,Moderate
39,299925,672626,8,2,Intermediate,Moderate
46,1442341,2790029,11,2,Intermediate,Moderate
50,1364306,2755382,15,1,Intermediate,High
55,531559,1238316,8,2,Advanced,Moderate
62,1302625,2085875,3,2,Intermediate,Low
63,454780,620603,2,1,Intermediate,Low
52,239359,458540,13,2,Intermediate,Moderate
60,329860,1132141,5,0,Intermediate,Moderate
20,424747,204331,17,0,Beginner,Moderate
36,242299,399679,10,2,Advanced,Moderate
27,212046,335861,18,0,Beginner,Moderate
44,684085,1127812,2,2,Intermediate,Low
32,697262,734749,8,0,Beginner,Low
28,1883384,2499839,4,0,Intermediate,High
64,276068,301587,1,2,Advanced,Low
43,1049186,525795,18,1,Intermediate,High
41,2499077,2827238,12,0,Beginner,Moderate
30,544053,846464,20,3,Beginner,Moderate
49,1388524,944091,5,0,Intermediate,High
54,1428224,3050605,3,0,Intermediate,Moderate
21,3149056,831639,18,0,Beginner,High
30,1296637,1363355,10,2,Intermediate,Moderate
26,1131884,485680,9,3,Intermediate,Moderate
66,729935,1945282,-1,0,Advanced,Low
51,1172128,1524888,1,3,Advanced,Low
54,1353318,2085221,11,2,Beginner,Moderate
65,913146,780392,0,0,Intermediate,Low
24,1272007,1489842,7,0,Beginner,High
18,509806,368278,9,0,Beginner,Moderate
29,3752541,4252683,10,2,Beginner,High
38,1394946,2274278,4,1,Advanced,High
28,730339,883161,15,0,Advanced,High
61,1359074,2289343,4,2,Intermediate,Low
68,3637558,5868248,-3,1,Beginner,Low
61,1370096,2079016,4,1,Beginner,Low
61,1079409,3329615,4,1,Intermediate,Low
31,2647868,1516484,6,1,Intermediate,High
51,558877,978733,14,1,Intermediate,Moderate
51,550961,1160009,14,2,Intermediate,Moderate
42,840909,1264827,16,1,Beginner,Moderate
21,1269697,1004345,18,1,Beginner,High
69,682165,2445363,-4,2,Intermediate,Low
43,677380,770999,1,0,Beginner,Low
33,1060264,954938,14,0,Intermediate,High
27,632185,312242,18,1,Intermediate,High
62,3018135,8891279,3,0,Intermediate,Moderate
19,1311672,507526,3,0,Beginner,Moderate
52,4613157,8633021,1,1,Intermediate,Low
36,2391735,4538279,7,0,Advanced,High
23,230792,79131,13,1,Intermediate,Moderate
36,1167588,774506,8,3,Intermediate,High
70,838349,1125244,-5,1,Intermediate,Low
69,1582068,1825086,-4,0,Advanced,Low
68,718078,2795193,-3,0,Advanced,Low
25,575342,675993,11,0,Beginner,High
31,4562767,4632138,11,1,Intermediate,High
27,1346655,904705,20,2,Intermediate,High
20,2688157,847281,10,0,Beginner,Moderate
55,485809,298824,10,2,Intermediate,Moderate
46,4849551,9480161,9,3,Advanced,High
32,1110822,1253125,5,2,Beginner,Moderate
40,899786,1426039,6,1,Intermediate,Moderate
40,4297653,3158548,12,4,Beginner,Moderate
35,987303,1362760,6,2,Advanced,High
63,1119609,1426320,2,0,Intermediate,Low
36,416484,180692,11,2,Intermediate,Moderate
45,2260962,5454229,10,3,Advanced,High
43,600600,1326613,7,2,Intermediate,Moderate
27,4995926,5320307,3,3,Beginner,High
64,975148,3478773,1,0,Advanced,Low
21,855434,873273,19,0,Beginner,High
19,506352,228254,3,2,Beginner,Moderate
20,1133272,1263248,20,1,Advanced,High
24,1392413,982696,5,0,Beginner,Moderate
33,1302990,2544115,14,1,Intermediate,High
48,853592,1838966,15,0,Intermediate,High
27,436897,240846,1,3,Advanced,Moderate
36,3259456,3494239,14,2,Intermediate,High
45,1459575,2841794,17,1,Intermediate,High
34,2338495,3929306,7,0,Intermediate,High
45,313533,547747,18,2,Intermediate,Moderate
36,1428385,2417742,4,0,Intermediate,High
54,1012029,1862519,2,0,Intermediate,Moderate
40,1011529,981565,13,0,Advanced,High
37,547283,916044,4,4,Advanced,Moderate
30,866445,1331709,2,1,Beginner,Low
30,3939141,3059438,8,0,Intermediate,High
60,488609,919880,5,0,Intermediate,Moderate
28,998158,751556,4,2,Beginner,Low
65,900564,1011351,0,1,Intermediate,Low
32,498662,771210,9,1,Intermediate,High
34,830331,1002370,9,2,Advanced,High
67,1337378,1621880,-2,2,Beginner,Low
45,366564,450550,1,0,Beginner,Low
36,616539,1044012,19,1,Beginner,Moderate
21,3492449,2121397,1,0,Beginner,Moderate
39,277767,147201,5,1,Advanced,High
39,1019908,607489,6,1,Intermediate,High
54,1327501,4294334,1,2,Advanced,Low
56,276005,485297,9,1,Advanced,Low
51,2228394,4751187,2,0,Intermediate,Moderate
50,389538,797893,15,1,Intermediate,Moderate
61,1028851,1148830,4,0,Intermediate,Moderate
59,1008302,1781710,2,0,Advanced,Moderate
57,477797,1245189,8,2,Beginner,Low
50,842188,1315392,15,1,Intermediate,Moderate
29,2411847,2760238,6,0,Advanced,High
