age,annual_income,current_savings,target_goal_amount,investment_horizon_years,number_of_dependents,investment_experience_level,goal_success
58,921058,557732,4068466,7,0,Intermediate,Unlikely
36,2678188,627094,1077659,15,2,Advanced,Likely
23,742807,932231,5551326,17,0,Beginner,Moderate
69,238240,340783,878437,-4,0,Intermediate,Unlikely
67,1106549,2764495,16887508,-2,0,Advanced,Unlikely
64,232559,731654,2377738,1,0,Beginner,Unlikely
43,559738,646258,4763158,18,2,Intermediate,Moderate
31,2118976,2458497,19020776,10,3,Advanced,Unlikely
57,637553,647146,2873523,7,0,Beginner,Moderate
53,1053005,3345763,7551676,12,0,Beginner,Likely
48,3185282,2681766,19085351,17,1,Advanced,Likely
20,1302506,1922663,12663733,15,0,Beginner,Moderate
68,1043992,683405,5127588,-3,0,Intermediate,Unlikely
34,2213847,2690098,9261044,13,2,Intermediate,Likely
38,1445762,1677987,7383391,12,1,Beginner,Moderate
49,354677,272155,569842,1,0,Beginner,Unlikely
70,331316,669778,4714659,-5,0,Advanced,Unlikely
38,555649,593586,2732537,19,1,Beginner,Likely
59,1134429,786221,3841151,6,2,Intermediate,Moderate
52,385829,218863,429598,13,1,Beginner,Likely
44,237541,719746,4106157,14,0,Intermediate,Unlikely
30,2516298,5616507,39179470,17,3,Advanced,Moderate
49,1149159,1389059,9188522,3,3,Advanced,Unlikely
57,282985,614467,1349245,5,1,Intermediate,Unlikely
51,419451,1016906,7673885,8,0,Beginner,Unlikely
48,757589,2706078,13945650,17,3,Intermediate,Moderate
70,1492718,5311810,18467579,-5,0,Beginner,Unlikely
36,419693,557117,1430509,16,0,Intermediate,Likely
37,932184,1128263,6641641,10,2,Beginner,Unlikely
47,340647,500784,971046,10,0,Intermediate,Likely
29,1267464,718266,2710929,3,1,Intermediate,Unlikely
65,872115,432638,1103005,0,0,Intermediate,Unlikely
40,1148248,3220734,18363179,12,1,Intermediate,Unlikely
24,1305202,663173,4762085,12,1,Advanced,Likely
49,299611,183915,868988,1,2,Intermediate,Unlikely
66,446388,186970,1200837,-1,1,Beginner,Unlikely
39,718274,494505,2875316,11,3,Beginner,Unlikely
62,849223,3338170,8692213,3,1,Advanced,Unlikely
19,4744716,1643586,12705483,11,0,Beginner,Moderate
66,522601,1680717,10560335,-1,1,Advanced,Unlikely
31,903696,1607939,7477404,7,2,Advanced,Unlikely
28,1242685,2524740,5936695,2,2,Beginner,Unlikely
18,457876,466229,1560738,13,1,Beginner,Moderate
33,600099,224643,759344,13,2,Intermediate,Likely
32,374854,238113,1725118,1,2,Intermediate,Unlikely
36,477237,537006,4034211,16,3,Intermediate,Moderate
69,1291268,2167103,14507220,-4,0,Beginner,Unlikely
37,1431308,2938587,14204114,10,2,Intermediate,Moderate
28,285369,513412,1482255,15,1,Beginner,Likely
29,906040,934910,2937294,14,1,Beginner,Moderate
33,739757,180897,1035192,18,1,Intermediate,Moderate
22,878944,1323600,6429217,13,0,Intermediate,Moderate
59,275953,504622,2519233,6,0,Advanced,Unlikely
57,605595,2667070,20440654,8,0,Intermediate,Unlikely
39,1418486,1533809,4562624,3,4,Intermediate,Unlikely
19,3693186,1706651,4973370,15,0,Intermediate,Likely
49,449404,1552878,5145070,11,3,Beginner,Unlikely
28,1465927,2213178,4137527,3,2,Beginner,Unlikely
21,686356,902614,5472450,15,0,Beginner,Moderate
21,567650,125098,634495,15,0,Intermediate,Likely
25,2790314,2139733,4979602,17,0,Intermediate,Likely
49,3952509,6715950,15134983,12,3,Intermediate,Likely
42,977136,2124790,13999878,13,0,Beginner,Unlikely
49,1707890,3841917,23948652,16,0,Advanced,Likely
42,4247093,2791581,11863558,19,1,Advanced,Likely
33,812054,880754,3569349,20,0,Beginner,Likely
54,1041373,365888,1670734,11,0,Beginner,Moderate
41,1046064,2409979,7818423,12,1,Intermediate,Likely
45,2921674,1451136,6839271,8,2,Intermediate,Moderate
64,506088,473966,3071106,1,0,Advanced,Unlikely
68,262773,306928,1120798,-3,0,Intermediate,Unlikely
26,1166682,2278741,7211343,17,1,Advanced,Likely
31,1346944,3132207,8191011,19,0,Intermediate,Likely
28,896012,1378089,5570667,12,0,Advanced,Moderate
70,1360072,3682140,11157668,-5,2,Intermediate,Unlikely
62,244314,461658,1326975,3,2,Beginner,Unlikely
47,911315,1499500,7186121,9,2,Intermediate,Unlikely
55,1500612,1099847,1908085,2,0,Intermediate,Unlikely
56,1035347,3956064,8350890,9,0,Advanced,Likely
53,991918,2901293,15314917,12,1,Advanced,Unlikely
39,1052574,314565,918345,5,2,Advanced,Likely
62,923461,1570651,12016969,3,0,Beginner,Unlikely
69,465362,2566773,6182313,-4,1,Beginner,Unlikely
36,781312,1502276,5705658,1,3,Beginner,Unlikely
68,406064,1656681,6938501,-3,0,Intermediate,Unlikely
52,294278,128872,894413,2,2,Beginner,Unlikely
27,581225,295939,1015816,7,3,Intermediate,Moderate
60,786061,3348214,10876162,5,0,Intermediate,Unlikely
52,651292,1632154,10205644,13,2,Intermediate,Unlikely
18,679151,675106,4914691,19,0,Beginner,Moderate
30,964869,1361541,6413931,9,3,Beginner,Unlikely
34,2175536,1871381,4741790,15,2,Beginner,Likely
69,583430,800499,2319073,-4,0,Advanced,Unlikely
40,1459710,2563667,8817447,15,2,Beginner,Likely
51,1917994,6397306,34538168,10,0,Advanced,Unlikely
48,997064,1678086,6108233,4,1,Intermediate,Unlikely
38,1101618,2535501,4490638,16,1,Intermediate,Likely
67,3627784,6683262,28720393,-2,1,Intermediate,Unlikely
43,2462595,3308124,24459631,7,0,Advanced,Unlikely
64,1447370,5146983,31574696,1,0,Beginner,Unlikely
39,593698,542346,1945121,16,1,Beginner,Likely
54,1164979,3380063,14003386,11,0,Advanced,Likely
41,468023,698294,2116672,13,2,Intermediate,Likely
63,3567464,9814747,71047252,2,1,Beginner,Unlikely
59,1319588,3019985,16989728,6,0,Advanced,Unlikely
29,549380,523294,2221042,11,3,Advanced,Moderate
33,536544,160585,374079,20,2,Intermediate,Likely
70,393070,403370,1610667,-5,2,Advanced,Unlikely
40,482090,516490,3450591,9,4,Intermediate,Unlikely
28,1326767,2700126,14832303,5,1,Beginner,Unlikely
35,632733,657608,4553937,4,0,Beginner,Unlikely
30,3951525,6176703,49258168,16,2,Beginner,Unlikely
25,3902821,3702424,24722726,5,1,Intermediate,Unlikely
70,350290,1689761,3463786,-5,1,Beginner,Unlikely
32,727750,436255,808013,11,1,Intermediate,Likely
51,410200,1582016,3783857,2,0,Advanced,Unlikely
34,357125,284268,1482411,5,0,Beginner,Unlikely
20,224992,75695,565894,1,1,Intermediate,Unlikely
38,1156125,657340,3644274,20,2,Beginner,Likely
67,252557,872051,5385953,-2,1,Advanced,Unlikely
63,944512,2563871,12177494,2,1,Advanced,Unlikely
53,1051532,2598146,13297757,12,0,Beginner,Unlikely
52,473128,1421257,6248197,5,3,Beginner,Unlikely
41,639398,380211,2723282,19,1,Intermediate,Moderate
40,3967187,3230233,25592736,16,2,Intermediate,Likely
18,1056177,1059710,3065908,16,0,Beginner,Likely
22,1083333,298464,651549,20,1,Beginner,Likely
29,1155769,1566286,12167220,18,0,Advanced,Likely
24,770287,231048,382364,16,0,Intermediate,Likely
56,311372,663939,2160831,9,1,Intermediate,Moderate
56,315519,1153011,2675423,1,1,Intermediate,Unlikely
39,498177,888175,5953046,10,3,Advanced,Unlikely
39,511272,390631,2563138,3,4,Beginner,Unlikely
62,547456,1204925,3533513,3,2,Advanced,Unlikely
47,1320127,3731336,28817919,10,1,Beginner,Unlikely
22,342596,491478,3005726,10,1,Beginner,Unlikely
40,1040501,2254527,9913572,14,3,Advanced,Likely
49,577036,1626062,2666275,11,0,Beginner,Moderate
69,1027182,4117612,30268640,-4,0,Intermediate,Unlikely
41,874091,1939723,11946249,12,3,Beginner,Unlikely
68,232350,222448,536224,-3,2,Intermediate,Unlikely
28,1228849,1742819,12084150,16,0,Intermediate,Likely
21,1001131,1175756,6832152,13,0,Intermediate,Moderate
59,4910515,9491079,38261329,6,1,Beginner,Unlikely
69,951881,4687752,13892753,-4,0,Intermediate,Unlikely
33,432957,241908,1921039,15,0,Beginner,Moderate
28,1029989,587537,1162065,13,2,Intermediate,Likely
37,3883205,8451485,53796470,16,2,Intermediate,Moderate
56,470405,757157,6024825,9,2,Intermediate,Unlikely
24,548309,463323,2126313,4,0,Intermediate,Unlikely
70,3509093,5511412,27247472,-5,0,Beginner,Unlikely
63,802638,3994685,14421171,2,2,Intermediate,Unlikely
44,393321,1176608,3454711,5,1,Intermediate,Unlikely
67,240652,872420,4138093,-2,2,Beginner,Unlikely
30,3894559,3804937,12127581,3,1,Intermediate,Unlikely
57,311599,995012,6394449,8,1,Intermediate,Unlikely
32,682145,1684557,10831936,3,2,Beginner,Unlikely
37,2554970,6997653,22615830,9,2,Advanced,Moderate
55,988969,603667,4235310,6,2,Intermediate,Unlikely
32,766827,1304239,7367724,8,2,Beginner,Unlikely
52,967617,1039718,5359164,3,0,Intermediate,Unlikely
64,479759,502597,3213126,1,1,Intermediate,Unlikely
70,1284793,5549094,12220456,-5,2,Intermediate,Unlikely
68,1151652,1571480,11878407,-3,0,Intermediate,Unlikely
48,239431,565036,1148271,17,1,Intermediate,Likely
56,355590,251808,1625746,9,1,Intermediate,Unlikely
62,1454925,4311780,18169661,3,2,Intermediate,Unlikely
49,723119,805946,3638831,4,0,Intermediate,Unlikely
20,258155,34137,249856,1,0,Beginner,Unlikely
54,595523,751588,3935010,5,0,Intermediate,Unlikely
42,508890,1481016,11509470,10,0,Intermediate,Unlikely
70,1115198,3746441,24103428,-5,1,Intermediate,Unlikely
41,1067821,949028,2181161,8,1,Intermediate,Likely
56,821914,3621032,19659346,8,2,Beginner,Unlikely
21,1052907,1378024,7289087,6,1,Beginner,Unlikely
52,290770,854349,3753309,12,1,Intermediate,Moderate
32,1036441,1838349,10776327,4,2,Intermediate,Unlikely
52,206732,573011,1584211,4,0,Intermediate,Unlikely
24,814438,644105,3125512,13,2,Beginner,Moderate
40,1003896,671829,4519460,1,0,Intermediate,Unlikely
52,3102900,2228572,9514782,10,1,Beginner,Moderate
68,567788,2972753,8611574,-3,1,Beginner,Unlikely
26,209941,365542,2640249,13,0,Beginner,Unlikely
20,469004,340147,2030553,8,0,Intermediate,Unlikely
62,453018,604887,3629598,3,1,Intermediate,Unlikely
19,592647,380469,1100507,5,0,Beginner,Moderate
57,953949,2037545,5508077,8,2,Intermediate,Unlikely
58,237934,949694,7410696,7,0,Intermediate,Unlikely
48,321377,1059255,7223662,14,2,Intermediate,Unlikely
42,930799,2226207,4271446,3,3,Beginner,Unlikely
70,1011473,1713021,8773947,-5,0,Beginner,Unlikely
54,355515,745058,2039416,4,0,Advanced,Unlikely
28,1207986,1643139,10521439,4,0,Intermediate,Unlikely
44,298264,1001590,4458661,6,3,Advanced,Unlikely
24,507912,124544,904277,14,0,Beginner,Moderate
68,368350,1749003,9494818,-3,0,Advanced,Unlikely
58,446434,847442,2201107,7,0,Intermediate,Moderate
22,347751,98510,602739,3,0,Intermediate,Unlikely
32,1411041,832640,5254768,19,1,Beginner,Moderate
19,1297317,1448826,5926330,16,2,Beginner,Likely
45,3431228,5774521,21950509,8,1,Beginner,Moderate
19,1288881,597749,1650040,8,0,Beginner,Likely
69,1093744,3834631,27808353,-4,1,Intermediate,Unlikely
34,844723,796541,5873237,7,1,Beginner,Unlikely
19,2599874,3279383,12612079,19,0,Beginner,Likely
52,4994224,7841552,61341633,3,1,Beginner,Unlikely
62,1128863,4231545,15430311,3,0,Beginner,Unlikely
29,331081,440736,2318833,15,0,Advanced,Likely
31,622783,1365518,8770887,4,0,Intermediate,Unlikely
21,1461069,2094158,13420720,15,0,Intermediate,Likely
23,951306,618842,3651012,7,1,Beginner,Unlikely
47,273969,719075,4633406,5,2,Beginner,Unlikely
50,825373,2591786,8420079,3,2,Beginner,Unlikely
34,1106721,1012738,4278614,13,0,Intermediate,Likely
23,4036144,4435137,21043729,19,0,Beginner,Likely
34,1143484,2166891,8876076,20,1,Beginner,Likely
61,1493160,1354820,5201720,4,1,Intermediate,Unlikely
57,1031957,1034203,4096934,8,0,Intermediate,Moderate
44,429219,409049,2608135,16,0,Intermediate,Likely
29,4158652,725398,4282221,10,0,Intermediate,Likely
53,1172142,3436602,26748243,3,1,Advanced,Unlikely
33,512459,1347185,4988103,3,1,Intermediate,Unlikely
33,359053,101359,661862,10,2,Beginner,Moderate
66,239546,312166,1099600,-1,1,Intermediate,Unlikely
61,263348,732621,3927373,4,0,Advanced,Unlikely
38,827427,1529455,12096655,9,4,Advanced,Unlikely
43,4155921,7815987,56262805,6,1,Intermediate,Unlikely
20,381653,492519,2362040,4,1,Beginner,Unlikely
48,541172,614335,3468989,11,1,Intermediate,Moderate
63,1095896,5158887,8755887,2,1,Intermediate,Unlikely
31,360432,651669,1070955,19,2,Intermediate,Likely
67,701926,1171920,4655234,-2,0,Advanced,Unlikely
64,546898,2779923,18828884,1,0,Intermediate,Unlikely
44,1336858,2969031,10474712,18,3,Advanced,Likely
64,413665,358802,1223398,1,1,Beginner,Unlikely
64,3091710,4021170,12722595,1,2,Intermediate,Unlikely
57,828243,1610377,9394605,2,0,Advanced,Unlikely
53,784437,2172010,5067406,6,0,Advanced,Moderate
48,1023794,3168463,12392495,12,1,Beginner,Moderate
23,1247518,780931,2370811,9,0,Advanced,Likely
57,3972609,11521154,24469935,4,2,Intermediate,Unlikely
49,763079,1556872,3044168,11,2,Beginner,Moderate
22,784007,699210,3361955,4,0,Intermediate,Unlikely
54,1247143,2222988,4863029,5,0,Intermediate,Moderate
41,1215664,1727565,4711537,3,0,Beginner,Unlikely
43,1125417,1519057,9645637,2,3,Intermediate,Unlikely
58,1273267,3787248,16311552,4,1,Beginner,Unlikely
57,961946,4133200,20007300,8,1,Intermediate,Unlikely
69,309195,824880,5027572,-4,0,Intermediate,Unlikely
20,868950,1342224,5233148,16,1,Beginner,Moderate
57,226801,811987,5788029,2,2,Beginner,Unlikely
58,2181429,7483053,21654086,7,1,Intermediate,Moderate
36,301755,427471,744645,18,1,Advanced,Likely
27,320679,433118,1445748,20,1,Beginner,Moderate
37,1463156,639532,1583081,11,3,Advanced,Likely
47,1476934,4688992,30162310,3,2,Beginner,Unlikely
58,682947,551605,3499094,7,0,Beginner,Unlikely
27,266125,46753,169767,2,1,Advanced,Unlikely
44,1601652,2491394,18689132,13,1,Intermediate,Unlikely
19,1385347,1003236,5509884,20,0,Beginner,Likely
33,681234,1474622,6548312,20,2,Beginner,Moderate
25,909730,190702,463392,9,1,Beginner,Moderate
68,2727925,12542627,27927176,-3,0,Intermediate,Unlikely
66,908465,4094480,12874034,-1,0,Beginner,Unlikely
48,461182,1767397,11628379,17,1,Intermediate,Moderate
65,986604,2484878,10035081,0,0,Advanced,Unlikely
61,1086812,2072454,7688584,4,0,Beginner,Unlikely
70,799760,4324114,10924440,-5,0,Beginner,Unlikely
27,688040,184019,1164454,17,0,Advanced,Likely
34,463363,1127334,3093400,6,0,Intermediate,Moderate
52,402047,143427,301630,6,0,Intermediate,Moderate
34,1144963,965256,5610920,12,0,Beginner,Moderate
32,931039,2202133,8702359,19,3,Intermediate,Likely
19,570667,94823,582276,12,0,Beginner,Moderate
30,1078339,901897,6251530,5,1,Intermediate,Unlikely
68,559197,2778927,15331287,-3,0,Advanced,Unlikely
67,665836,2648368,5006077,-2,0,Intermediate,Unlikely
44,4015113,5963682,15176690,9,1,Intermediate,Likely
47,4023517,3816333,27469317,6,0,Intermediate,Unlikely
21,1279808,235222,1241694,1,0,Beginner,Unlikely
41,843931,642998,2547052,14,3,Intermediate,Likely
63,464691,219302,1645265,2,1,Advanced,Unlikely
62,477551,2238373,16933576,3,0,Advanced,Unlikely
32,339444,687451,2698598,8,0,Intermediate,Unlikely
23,3967370,881449,3895017,12,0,Intermediate,Likely
53,1056757,3202039,22634003,12,1,Intermediate,Unlikely
67,249754,266922,817014,-2,2,Intermediate,Unlikely
54,3503746,6040855,47512554,11,3,Beginner,Unlikely
44,2762787,9197852,72687208,2,3,Advanced,Unlikely
70,244567,957203,4630521,-5,0,Beginner,Unlikely
21,3830727,1219015,6929341,19,0,Beginner,Moderate
58,940439,4120731,13694067,7,0,Beginner,Unlikely
36,563591,1243545,3049892,12,1,Advanced,Likely
58,3704751,12550857,65309898,7,2,Intermediate,Unlikely
24,4794600,2419700,19331557,1,0,Intermediate,Unlikely
24,232704,179662,949013,2,0,Intermediate,Unlikely
51,1139642,2059174,10626678,6,1,Intermediate,Unlikely
38,1111967,1816872,7544135,2,2,Beginner,Unlikely
35,4883381,7923675,20509830,12,3,Advanced,Likely
68,1175804,1283352,7879604,-3,1,Intermediate,Unlikely
37,765799,968982,6656494,9,2,Intermediate,Unlikely
30,4336606,8586227,18189827,16,0,Intermediate,Likely
39,1120326,1196373,7110101,11,4,Intermediate,Unlikely
45,483409,1598317,5576395,19,0,Advanced,Likely
58,586409,815259,5706448,4,2,Beginner,Unlikely
18,1717014,1061318,2574852,9,0,Beginner,Moderate
43,1276126,1124006,6137649,11,2,Advanced,Moderate
39,244683,313487,1796851,15,0,Intermediate,Moderate
44,489901,1403286,8330821,8,1,Advanced,Unlikely
50,2072763,5326919,11994517,3,3,Advanced,Unlikely
60,1192831,1607812,12671302,3,2,Intermediate,Unlikely
49,1424314,543080,1956517,1,2,Beginner,Unlikely
58,306883,492986,1846231,3,2,Intermediate,Unlikely
45,1118087,649627,1016617,17,3,Advanced,Likely
68,792600,2186910,13265061,-3,1,Beginner,Unlikely
45,649707,699666,3874904,2,2,Intermediate,Unlikely
53,816962,2948817,8286795,6,1,Advanced,Unlikely
60,559046,851729,4337942,5,2,Advanced,Unlikely
47,839043,1545561,8640000,14,1,Advanced,Moderate
51,200942,447616,1857017,2,2,Beginner,Unlikely
34,311046,705586,4721808,12,0,Advanced,Unlikely
49,823333,2736452,21604376,12,1,Advanced,Unlikely
64,1183971,906366,5763157,1,2,Intermediate,Unlikely
35,838896,500719,1852993,11,4,Beginner,Unlikely
65,3592873,11137982,87656975,0,0,Beginner,Unlikely
26,1385760,1283407,6912157,16,3,Intermediate,Likely
42,4630846,12717173,67722153,16,0,Intermediate,Moderate
70,3147853,10094954,58845942,-5,0,Beginner,Unlikely
24,230683,344450,661883,19,1,Beginner,Likely
41,1262942,1564692,8249657,15,2,Intermediate,Likely
47,460186,1558235,2942209,3,2,Advanced,Unlikely
26,4819322,2992212,4492088,7,1,Beginner,Moderate
25,289308,256044,1682531,12,0,Beginner,Unlikely
21,1165316,1191391,2739786,7,0,Beginner,Moderate
46,2200610,4597974,24539361,10,2,Advanced,Unlikely
50,1499878,4270902,27895513,15,0,Beginner,Unlikely
35,710091,1500012,7139044,19,4,Intermediate,Likely
21,3729209,1720672,10323220,4,0,Beginner,Unlikely
38,212260,166658,336671,17,0,Intermediate,Likely
40,1166991,592396,1506416,2,0,Advanced,Unlikely
38,1146144,1939927,7111283,8,2,Intermediate,Moderate
35,747330,2086683,5569653,5,1,Beginner,Unlikely
29,3837741,2369954,4044118,4,0,Beginner,Moderate
67,3915158,15805869,26434642,-2,1,Beginner,Unlikely
56,344625,279467,1673004,9,1,Intermediate,Unlikely
38,1116521,2954281,6452355,14,2,Intermediate,Likely
66,715085,3512791,14688797,-1,0,Advanced,Unlikely
42,284222,906027,5819054,3,0,Advanced,Unlikely
18,2558921,2197989,12902573,14,0,Beginner,Moderate
61,678048,2294546,17778283,4,0,Intermediate,Unlikely
69,3855394,9693414,55387138,-4,0,Intermediate,Unlikely
21,1063208,999773,6725538,2,0,Beginner,Unlikely
43,1447485,3609493,8833287,8,2,Intermediate,Moderate
38,1049682,2673894,10518288,10,3,Beginner,Unlikely
25,1183109,2250271,10438834,2,0,Beginner,Unlikely
30,1429296,2109914,7968375,8,0,Advanced,Moderate
42,873367,1687682,11689897,11,2,Intermediate,Unlikely
26,1290121,1608463,8393121,15,2,Intermediate,Likely
40,1598666,499780,2838573,20,1,Intermediate,Likely
56,3191503,8810901,47247137,2,2,Intermediate,Unlikely
54,861866,2228622,4669032,5,0,Advanced,Moderate
28,1572907,291429,1093595,8,0,Beginner,Moderate
41,656261,560009,2300791,5,2,Beginner,Unlikely
46,4068473,3042534,11874983,5,0,Beginner,Moderate
30,430123,502607,1379501,4,2,Intermediate,Unlikely
18,2538905,2532574,4093683,20,0,Beginner,Likely
32,914749,1047585,5564543,15,0,Advanced,Likely
41,3889044,12627334,23239935,5,1,Intermediate,Moderate
28,505107,113977,561238,20,1,Intermediate,Likely
59,652051,2874063,9949765,1,2,Intermediate,Unlikely
52,1396712,3814619,27478113,10,3,Advanced,Unlikely
37,442488,351884,1680643,3,2,Intermediate,Unlikely
51,517804,1457675,8187834,4,3,Intermediate,Unlikely
47,989963,478582,1478883,14,0,Advanced,Likely
47,388395,629961,2544958,1,2,Intermediate,Unlikely
33,429768,251223,1114610,17,1,Beginner,Likely
63,1604204,1854605,14130282,2,2,Advanced,Unlikely
70,1457471,6364565,19555669,-5,1,Intermediate,Unlikely
35,1448024,1218372,7646355,9,0,Intermediate,Unlikely
32,3920802,4585552,31793463,9,2,Intermediate,Unlikely
65,411232,1817077,2746303,0,2,Intermediate,Unlikely
27,260581,151947,1028105,1,0,Beginner,Unlikely
35,388936,355456,1098486,7,1,Intermediate,Moderate
40,1458940,941778,3032777,11,4,Advanced,Moderate
66,892978,1977016,7240305,-1,0,Intermediate,Unlikely
30,840074,1936491,7570591,12,0,Beginner,Moderate
48,273390,822014,4893107,13,0,Beginner,Unlikely
34,695209,226123,1483484,18,2,Intermediate,Moderate
37,795950,1660763,8743441,19,3,Intermediate,Likely
38,301428,490506,3481588,7,3,Intermediate,Unlikely
23,777245,611505,3384976,3,1,Intermediate,Unlikely
61,1143352,2200575,6740813,1,0,Intermediate,Unlikely
41,533273,910046,2057389,19,2,Beginner,Likely
23,3568848,5108990,8350319,19,0,Beginner,Likely
45,4662485,5355904,11913705,12,0,Intermediate,Likely
23,838636,1479170,9463043,4,0,Beginner,Unlikely
68,4554872,19299596,37817349,-3,0,Advanced,Unlikely
37,245248,139507,716963,19,0,Beginner,Moderate
